Summary:
Number of strings read: 4096
Number of strings stored in hash table: 4096
Number of strings in their home addresses: 1086
Number of collisions: 3010
Average number of string comparisons: 538.652832

Index    Key               Home Index    In Home    Comparisons
3282     dugnzwn           3177          NO         106        
3283     ezyqajk           3030          NO         254        
3284     pqxluru           3218          NO         67         
3285     elcnpet           3032          NO         254        
3286     sudlnws           3150          NO         137        
3287     zfykuwd           3116          NO         172        
3288     wkrexkf           3035          NO         254        
3289     dqewstj           3118          NO         172        
3290     mitfvve           3080          NO         211        
3291     fwalnzl           3101          NO         191        
3292     jmpyfzx           3226          NO         67         
3293     ftpxryy           3293          YES        1          
3294     aytjpwl           3141          NO         154        
3295     srvdpcq           3042          NO         254        
3296     vqfipcg           2945          NO         352        
3297     vvdouoo           3126          NO         172        
3298     lvnfwyj           3145          NO         154        
3299     urazabv           3023          NO         277        
3300     srvhwmw           3195          NO         106        
3301     bwdovak           3001          NO         301        
3302     hlpnduw           3131          NO         172        
3303     rhttuor           3183          NO         121        
3304     rkloimr           3073          NO         232        
3305     wdgtyle           3052          NO         254        
3306     nltqxst           3228          NO         79         
3307     dbtq              1096          NO         2212       
3308     hbwjyys           3217          NO         92         
3309     iloxqbq           3078          NO         232        
3310     xndcaoy           3034          NO         277        
3311     facjkuv           3080          NO         232        
3312     kfzuqke           3059          NO         254        
3313     kknyehk           3013          NO         301        
3314     gvipvlp           3124          NO         191        
3315     uoxnaez           3084          NO         232        
3316     hanzhsf           3040          NO         277        
3317     crxrkpf           3064          NO         254        
3318     urpgmll           3042          NO         277        
3319     yvodnkb           2968          NO         352        
3320     eyjhthm           3044          NO         277        
3321     yusurwa           3131          NO         191        
3322     pmivonf           3046          NO         277        
3323     fgekrxp           3113          NO         211        
3324     ryosdqg           3048          NO         277        
3325     zlwdmjk           3025          NO         301        
3326     ewllauq           3073          NO         254        
3327     jm                324           NO         3004       
3328     mwoeqfj           3003          NO         326        
3329     cjmcfwx           3098          NO         232        
3330     byyxeev           3120          NO         211        
3331     lnucvqr           3141          NO         191        
3332     jqodwmy           3161          NO         172        
3333     rcpuqlh           3057          NO         277        
3334     ucntvtk           3144          NO         191        
3335     wfmrgqjims        1505          NO         1831       
3336     jtc               635           NO         2702       
3337     nbitzmi           3084          NO         254        
3338     rvfcqmq           3062          NO         277        
3339     nddkwle           2988          NO         352        
3340     gu                337           NO         3004       
3341     vnqnqwi           3131          NO         211        
3342     yreok             1631          NO         1712       
3343     kmoxiwl           3133          NO         211        
3344     czhwp             1691          NO         1654       
3345     jkvxtpk           3155          NO         191        
3346     udpqmxrhg         420           NO         2927       
3347     mohob             1577          NO         1771       
3348     xxottgc           3048          NO         301        
3349     dagzy             1696          NO         1654       
3350     peqgxvcjq         424           NO         2927       
3351     ypnqqpl           3120          NO         232        
3352     rbmkiohvia        1336          NO         2017       
3353     uoyifyj           3100          NO         254        
3354     rtgzmx            2408          NO         947        
3355     xurumwt           3235          NO         121        
3356     kbyg              1078          NO         2279       
3357     tfcqdn            2229          NO         1129       
3358     qy                355           NO         3004       
3359     palvvgygs         509           NO         2851       
3360     jrut              1149          NO         2212       
3361     bcbexz            2326          NO         1036       
3362     ovsb              1084          NO         2279       
3363     upkmjlmzx         588           NO         2776       
3364     wapfkhn           2986          NO         379        
3365     sui               664           NO         2702       
3366     lgqnsv            2376          NO         991        
3367     tijwxjb           3042          NO         326        
3368     aaqs              1090          NO         2279       
3369     xdyckx            2334          NO         1036       
3370     mgihwig           2992          NO         379        
3371     pewlcoz           3118          NO         254        
3372     panuiso           3096          NO         277        
3373     wazh              1095          NO         2279       
3374     zlxxrj            2384          NO         991        
3375     gghekvl           3024          NO         352        
3376     zdiwz             1723          NO         1654       
3377     bc                296           NO         3082       
3378     jtq               677           NO         2702       
3379     oqlvk             1668          NO         1712       
3380     pmmzebe           2945          NO         436        
3381     rxfcc             1551          NO         1831       
3382     wmath             1612          NO         1771       
3383     pnmyzsosd         533           NO         2851       
3384     cgcvfwi           3033          NO         352        
3385     kxjsearno         382           NO         3004       
3386     fge               611           NO         2776       
3387     kqjnhd            2211          NO         1177       
3388     pznj              1110          NO         2279       
3389     xptpxfjql         463           NO         2927       
3390     mgd               615           NO         2776       
3391     di                310           NO         3082       
3392     epz               691           NO         2702       
3393     hpbcy             1623          NO         1771       
3394     bbsonyi           3094          NO         301        
3395     hsul              1117          NO         2279       
3396     whb               621           NO         2776       
3397     rjroezbir         394           NO         3004       
3398     qhunwcnxtj        1628          NO         1771       
3399     fxxtfvkvem        1569          NO         1831       
3400     tge               625           NO         2776       
3401     kxavt             1690          NO         1712       
3402     ap                321           NO         3082       
3403     gpplkjt           3078          NO         326        
3404     emur              1126          NO         2279       
3405     hretxkb           3027          NO         379        
3406     fpdsjlphgm        1390          NO         2017       
3407     htiegf            2182          NO         1226       
3408     cwiuxby           3155          NO         254        
3409     ktld              1063          NO         2347       
3410     zuiltuk           3134          NO         277        
3411     uyxtyx            2508          NO         904        
3412     iqf               637           NO         2776       
3413     vbptxlr           3160          NO         254        
3414     jbjvzon           3138          NO         277        
3415     lq                334           NO         3082       
3416     um                335           NO         3082       
3417     gdq               642           NO         2776       
3418     ax                337           NO         3082       
3419     hbfwitqez         493           NO         2927       
3420     cikwfzg           3069          NO         352        
3421     zsknrrrkm         495           NO         2927       
3422     kfp               647           NO         2776       
3423     bvilkadzu         420           NO         3004       
3424     msewks            2343          NO         1082       
3425     mbqlswp           3149          NO         277        
3426     umjfkdlccf        1148          NO         2279       
3427     intw              1149          NO         2279       
3428     xqwvx             1775          NO         1654       
3429     pjn               654           NO         2776       
3430     hsvt              1152          NO         2279       
3431     wfqxrllbgz        1540          NO         1892       
3432     ojknwp            2351          NO         1082       
3433     lz                352           NO         3082       
3434     uzcwkr            2353          NO         1082       
3435     hzh               660           NO         2776       
3436     tstfah            2211          NO         1226       
3437     wlm               662           NO         2776       
3438     wuyikuillo        1547          NO         1892       
3439     mqxpowtuh         589           NO         2851       
3440     sddpbvz           3115          NO         326        
3441     qlgeacjqmp        1361          NO         2081       
3442     xtxqwl            2407          NO         1036       
3443     ckpxxzacqo        1552          NO         1892       
3444     rlq               669           NO         2776       
3445     lpbpkn            2269          NO         1177       
3446     zcxi              1100          NO         2347       
3447     ipphrqxaym        1617          NO         1831       
3448     uktmap            2272          NO         1177       
3449     zfnwpik           3071          NO         379        
3450     tmrnlfhbq         290           NO         3161       
3451     xzh               676           NO         2776       
3452     yykcnvm           3101          NO         352        
3453     zkkrvjm           3102          NO         352        
3454     nwlljss           3129          NO         326        
3455     wpksocb           2959          NO         497        
3456     asv               681           NO         2776       
3457     xqp               682           NO         2776       
3458     skv               683           NO         2776       
3459     rkbrb             1568          NO         1892       
3460     srcei             1569          NO         1892       
3461     hic               611           NO         2851       
3462     vrxwf             1692          NO         1771       
3463     ywszdzf           3138          NO         326        
3464     cjtjb             1573          NO         1892       
3465     krxxziu           3234          NO         232        
3466     mfe               616           NO         2851       
3467     nzwhzrg           3142          NO         326        
3468     zryboibtn         387           NO         3082       
3469     eifec             1516          NO         1954       
3470     hkafak            2144          NO         1327       
3471     jcserx            2343          NO         1129       
3472     uhjgzpqnzz        1819          NO         1654       
3473     lpblddu           2977          NO         497        
3474     zytclqwop         548           NO         2927       
3475     xgdwoso           3124          NO         352        
3476     sespanc           2948          NO         529        
3477     zqv               702           NO         2776       
3478     xntnh             1648          NO         1831       
3479     zrprtciot         476           NO         3004       
3480     tqal              1065          NO         2416       
3481     ocrfiwviz         555           NO         2927       
3482     xkqmcrzaio        1466          NO         2017       
3483     egmoqif           2987          NO         497        
3484     th                324           NO         3161       
3485     rvvaaa            2159          NO         1327       
3486     rrjvdyc           3051          NO         436        
3487     xehuo             1657          NO         1831       
3488     exqpv             1718          NO         1771       
3489     ip                329           NO         3161       
3490     jp                330           NO         3161       
3491     vygw              1145          NO         2347       
3492     mektscpyep        1539          NO         1954       
3493     cxueyo            2365          NO         1129       
3494     ddrzqojgpi        1478          NO         2017       
3495     ggp               645           NO         2851       
3496     uuktdeu           3061          NO         436        
3497     it                337           NO         3161       
3498     mryq              1152          NO         2347       
3499     rqiziizjx         573           NO         2927       
3500     ujk               650           NO         2851       
3501     gw                341           NO         3161       
3502     mok               652           NO         2851       
3503     lbdudrb           2942          NO         562        
3504     xp                344           NO         3161       
3505     oksi              1090          NO         2416       
3506     nouf              1091          NO         2416       
3507     hwdhwy            2379          NO         1129       
3508     epgrgtyqb         427           NO         3082       
3509     kchlxz            2381          NO         1129       
3510     zeir              1095          NO         2416       
3511     ssnluc            2286          NO         1226       
3512     pvnmpoe           3047          NO         466        
3513     ilr               663           NO         2851       
3514     xlip              1099          NO         2416       
3515     cdsr              1100          NO         2416       
3516     picg              1031          NO         2486       
3517     hpq               667           NO         2851       
3518     ---               ---           ---        ---        
3519     nqtuwzlxm         669           NO         2851       
3520     speulvp           3142          NO         379        
3521     stszlhj           3086          NO         436        
3522     lrp               672           NO         2851       
3523     faodwh            2248          NO         1276       
3524     gxfgpyv           3173          NO         352        
3525     rufpiypazq        1634          NO         1892       
3526     cwq               676           NO         2851       
3527     cjpzxrvsew        1757          NO         1771       
3528     zybzuri           3150          NO         379        
3529     ahlpyujkaa        1318          NO         2212       
3530     tasark            2255          NO         1276       
3531     eokvdjsweh        1451          NO         2081       
3532     gijh              1047          NO         2486       
3533     apejwbbvz         452           NO         3082       
3534     qqbtbp            2259          NO         1276       
3535     lojzsljqcq        1519          NO         2017       
3536     ebxeadhkpt        1391          NO         2146       
3537     qbsu              1122          NO         2416       
3538     zjbzftsnzu        1768          NO         1771       
3539     fxyecykyf         458           NO         3082       
3540     pinrcue           3012          NO         529        
3541     ypigpr            2316          NO         1226       
3542     npknulb           3014          NO         529        
3543     xuufx             1713          NO         1831       
3544     drkrjbakvf        1333          NO         2212       
3545     phywuqy           3269          NO         277        
3546     evaguxcaot        1466          NO         2081       
3547     wuqcigynh         387           NO         3161       
3548     oxhcfuk           3020          NO         529        
3549     fuwhz             1719          NO         1831       
3550     zlgz              1135          NO         2416       
3551     cyacr             1598          NO         1954       
3552     bk                312           NO         3241       
3553     adwhatggop        1408          NO         2146       
3554     hffqov            2329          NO         1226       
3555     pqjdeypvt         552           NO         3004       
3556     pekxdo            2281          NO         1276       
3557     cm                317           NO         3241       
3558     vd                318           NO         3241       
3559     ievohvzcg         399           NO         3161       
3560     zrx               710           NO         2851       
3561     sg                321           NO         3241       
3562     otjh              1077          NO         2486       
3563     uhhss             1672          NO         1892       
3564     gfbnzirbzg        1484          NO         2081       
3565     mzqjbbmcpu        1420          NO         2146       
3566     rjdpvlwjo         485           NO         3082       
3567     fsxs              1152          NO         2416       
3568     bs                328           NO         3241       
3569     ftg               643           NO         2927       
3570     kuprqt            2394          NO         1177       
3571     csgtcpijdb        1225          NO         2347       
3572     gzverpy           3194          NO         379        
3573     zqibnhanhe        1227          NO         2347       
3574     zj                334           NO         3241       
3575     gsrzsbmei         335           NO         3241       
3576     iudytfd           3015          NO         562        
3577     qp                337           NO         3241       
3578     xmqhfqqoex        1562          NO         2017       
3579     gyyotoxue         576           NO         3004       
3580     nchybspqye        1564          NO         2017       
3581     bmq               655           NO         2927       
3582     vtf               656           NO         2927       
3583     wp                343           NO         3241       
3584     pbyenti           3056          NO         529        
3585     rgpo              1100          NO         2486       
3586     nv                346           NO         3241       
3587     dlqygv            2362          NO         1226       
3588     uoshk             1635          NO         1954       
3589     mysdl             1636          NO         1954       
3590     uggtow            2365          NO         1226       
3591     mpabc             1511          NO         2081       
3592     amu               666           NO         2927       
3593     ttktnja           2998          NO         596        
3594     izzt              1179          NO         2416       
3595     wusg              1110          NO         2486       
3596     iatzho            2321          NO         1276       
3597     lgw               671           NO         2927       
3598     hhbito            2272          NO         1327       
3599     ttexg             1646          NO         1954       
3600     jdnf              1044          NO         2557       
3601     kzmlrjgeuq        1521          NO         2081       
3602     dmxsrxtmw         676           NO         2927       
3603     szqkfdheab        1118          NO         2486       
3604     vrdbn             1588          NO         2017       
3605     kbeko             1589          NO         2017       
3606     dnszgf            2280          NO         1327       
3607     fxdfxz            2382          NO         1226       
3608     jththl            2282          NO         1327       
3609     guizipqwug        1656          NO         1954       
3610     lbe               607           NO         3004       
3611     tqkwxnmcuz        1720          NO         1892       
3612     cpy               686           NO         2927       
3613     jyliypuxlu        1783          NO         1831       
3614     glympjhdza        1403          NO         2212       
3615     bunle             1599          NO         2017       
3616     mzxdjje           2986          NO         631        
3617     gmwisdrhd         296           NO         3322       
3618     ---               ---           ---        ---        
3619     ibjmmkupzv        1728          NO         1892       
3620     jkc               617           NO         3004       
3621     uvr               695           NO         2927       
3622     ety               696           NO         2927       
3623     zycju             1670          NO         1954       
3624     uztzsledoj        1479          NO         2146       
3625     dycvhhwerq        1545          NO         2081       
3626     ykfnkr            2300          NO         1327       
3627     dshoncrra         306           NO         3322       
3628     uef               625           NO         3004       
3629     mckrepthw         469           NO         3161       
3630     fvfvrwhqi         470           NO         3161       
3631     zedtv             1678          NO         1954       
3632     aringjx           3071          NO         562        
3633     teh               630           NO         3004       
3634     dvksvlgqx         553           NO         3082       
3635     ysym              1150          NO         2486       
3636     fetkksn           3075          NO         562        
3637     gudo              1081          NO         2557       
3638     ---               ---           ---        ---        
3639     xyu               713           NO         2927       
3640     ebybsa            2209          NO         1432       
3641     resj              1085          NO         2557       
3642     rgflwlpgx         482           NO         3161       
3643     rhj               640           NO         3004       
3644     vvojt             1691          NO         1954       
3645     dvnznqtpm         564           NO         3082       
3646     xvwjxhjlr         486           NO         3161       
3647     flxhisnns         487           NO         3161       
3648     fyxlnj            2322          NO         1327       
3649     bdyhraa           2908          NO         742        
3650     jlpailafiz        1372          NO         2279       
3651     oinwnbq           3056          NO         596        
3652     ---               ---           ---        ---        
3653     bvniuqmka         332           NO         3322       
3654     dlxojq            2328          NO         1327       
3655     bvkrqbmdxo        1510          NO         2146       
3656     fjmkcw            2278          NO         1379       
3657     ejgauhi           2954          NO         704        
3658     qqwtsngmq         498           NO         3161       
3659     pq                338           NO         3322       
3660     qthjvw            2385          NO         1276       
3661     pstozk            2386          NO         1276       
3662     hdtjfwkdx         422           NO         3241       
3663     gyi               660           NO         3004       
3664     dpvxiryql         583           NO         3082       
3665     rwfzolg           3070          NO         596        
3666     qfhuxilpa         345           NO         3322       
3667     fyjcety           3106          NO         562        
3668     mduq              1112          NO         2557       
3669     oldtctzptf        1589          NO         2081       
3670     xftln             1654          NO         2017       
3671     kphivszzib        1591          NO         2081       
3672     mjt               669           NO         3004       
3673     sqxcp             1657          NO         2017       
3674     ekuabnbb          3674          YES        1          
3675     lvzx              1190          NO         2486       
3676     uuom              1120          NO         2557       
3677     ieits             1661          NO         2017       
3678     btmnq             1662          NO         2017       
3679     eletg             1599          NO         2081       
3680     gkiiowxchf        1402          NO         2279       
3681     fccr              1053          NO         2629       
3682     exyjmmjwp         522           NO         3161       
3683     giny              1127          NO         2557       
3684     ksmb              1056          NO         2629       
3685     jybqjupwys        1794          NO         1892       
3686     eljlobda          3686          YES        1          
3687     zz                366           NO         3322       
3688     ohtudhvnn         448           NO         3241       
3689     wca               608           NO         3082       
3690     ---               ---           ---        ---        
3691     opxzo             1738          NO         1954       
3692     mnaltvb           3026          NO         667        
3693     fkffgmbe          3693          YES        1          
3694     qyp               691           NO         3004       
3695     gujzumdmg         374           NO         3322       
3696     nszmmpbte         375           NO         3322       
3697     uvfkj             1617          NO         2081       
3698     huxvlgfbtw        1553          NO         2146       
3699     tnx               696           NO         3004       
3700     ykow              1144          NO         2557       
3701     nqsb              1073          NO         2629       
3702     ec                299           NO         3404       
3703     xtecpbfqvp        1492          NO         2212       
3704     ---               ---           ---        ---        
3705     czronl            2327          NO         1379       
3706     kvmf              1078          NO         2629       
3707     mfrskqfyya        1562          NO         2146       
3708     zjcejndaew        1293          NO         2416       
3709     tzwvcc            2278          NO         1432       
3710     aephtc            2225          NO         1486       
3711     flmxvcwglx        1631          NO         2081       
3712     cizkjc            2227          NO         1486       
3713     bytptqthgo        1568          NO         2146       
3714     bfslpdrhge        1299          NO         2416       
3715     sigendaj          3715          YES        1          
3716     hhxh              1088          NO         2629       
3717     jmh               636           NO         3082       
3718     wvqpan            2287          NO         1432       
3719     ---               ---           ---        ---        
3720     lgzhhaj           2940          NO         781        
3721     hxecyk            2290          NO         1432       
3722     ugj               641           NO         3082       
3723     rqczlz            2397          NO         1327       
3724     ---               ---           ---        ---        
3725     peuafghf          3725          YES        1          
3726     bvxhtecos         405           NO         3322       
3727     ---               ---           ---        ---        
3728     prnai             1583          NO         2146       
3729     qpmjahdh          3729          YES        1          
3730     ---               ---           ---        ---        
3731     coomnzhmr         491           NO         3241       
3732     dbukslrrw         572           NO         3161       
3733     rwd               652           NO         3082       
3734     xwxs              1178          NO         2557       
3735     yqxd              1107          NO         2629       
3736     fmcpbvc           2956          NO         781        
3737     po                334           NO         3404       
3738     gjunoes           3072          NO         667        
3739     wekhpudoq         418           NO         3322       
3740     ijr               659           NO         3082       
3741     ---               ---           ---        ---        
3742     jiqxla            2257          NO         1486       
3743     iluqaiha          3743          YES        1          
3744     rvupg             1664          NO         2081       
3745     ndybtcfc          3745          YES        1          
3746     czcnsniqto        1601          NO         2146       
3747     ---               ---           ---        ---        
3748     zmm               667           NO         3082       
3749     obnmmtiemr        1471          NO         2279       
3750     kqgx              1122          NO         2629       
3751     okxcv             1671          NO         2081       
3752     yvhmslg           3049          NO         704        
3753     ezpudy            2375          NO         1379       
3754     yeapvad           2934          NO         821        
3755     hda               595           NO         3161       
3756     vbbglcfo          3756          YES        1          
3757     kiqfjasa          3757          YES        1          
3758     qakotdfc          3758          YES        1          
3759     imghd             1548          NO         2212       
3760     tetdaxbd          3757          NO         4          
3761     jddevcytfu        1550          NO         2212       
3762     pyddeesc          3762          YES        1          
3763     rrvibigd          3757          NO         7          
3764     phaq              1063          NO         2702       
3765     vlitcy            2334          NO         1432       
3766     vzjrn             1686          NO         2081       
3767     ---               ---           ---        ---        
3768     dgccaizd          3768          YES        1          
3769     ylhdaukb          3769          YES        1          
3770     hgcyiqi           3029          NO         742        
3771     fdneiydb          3771          YES        1          
3772     kpxvpndeag        1287          NO         2486       
3773     xnacrifh          3773          YES        1          
3774     xjxpncfa          3774          YES        1          
3775     vmxwtaqjyr        1695          NO         2081       
3776     qeehcmrc          3773          NO         4          
3777     ---               ---           ---        ---        
3778     wzppdaeh          3768          NO         11         
3779     anpngdel          3779          YES        1          
3780     unbhhalbvw        1434          NO         2347       
3781     xhazsfae          3781          YES        1          
3782     gcpfkmh           2962          NO         821        
3783     wws               702           NO         3082       
3784     fb                298           NO         3487       
3785     dtsgfjbl          3785          YES        1          
3786     cjaue             1575          NO         2212       
3787     dzkabirf          3787          YES        1          
3788     kzhj              1087          NO         2702       
3789     tfgjpj            2249          NO         1541       
3790     aokdzgfe          3790          YES        1          
3791     lvdptlac          3791          YES        1          
3792     uxdiqodb          3792          YES        1          
3793     bbneiivb          3793          YES        1          
3794     uukdnicj          3793          NO         2          
3795     ---               ---           ---        ---        
3796     setjpmfa          3793          NO         4          
3797     ajnaef            2144          NO         1654       
3798     vkrhyg            2313          NO         1486       
3799     bfpvfnai          3799          YES        1          
3800     ffekiolf          3800          YES        1          
3801     ---               ---           ---        ---        
3802     vibfcaix          3802          YES        1          
3803     oixcjcnh          3803          YES        1          
3804     logtb             1593          NO         2212       
3805     ---               ---           ---        ---        
3806     ifayxedf          3806          YES        1          
3807     bkwmfqopi         404           NO         3404       
3808     ---               ---           ---        ---        
3809     eblxlmfd          3809          YES        1          
3810     olxnddaq          3810          YES        1          
3811     iwcbyjfg          3811          YES        1          
3812     cbbgymhg          3812          YES        1          
3813     cvbgpisa          3812          NO         2          
3814     tawreqed          3813          NO         2          
3815     qzakepfj          3815          YES        1          
3816     hjpfadyg          3816          YES        1          
3817     ---               ---           ---        ---        
3818     idmkpjfj          3818          YES        1          
3819     oadbobrn          3818          NO         2          
3820     iyvadxah          3820          YES        1          
3821     gjdzihgj          3821          YES        1          
3822     kfeybhvb          3822          YES        1          
3823     utnabciu          3822          NO         2          
3824     bncujalm          3823          NO         2          
3825     infycmna          3810          NO         16         
3826     fctqg             1615          NO         2212       
3827     scjsizad          3827          YES        1          
3828     efovljbk          3828          YES        1          
3829     adovhbud          3829          YES        1          
3830     jryl              1129          NO         2702       
3831     kfbabknu          3831          YES        1          
3832     rpwhxgbf          3831          NO         2          
3833     dgxbwtdb          3833          YES        1          
3834     ktwvfpbc          3828          NO         7          
3835     xpqbjkdo          3835          YES        1          
3836     xfizoame          3835          NO         2          
3837     jptahfyc          3837          YES        1          
3838     txeverja          3838          YES        1          
3839     cfdqxbof          3836          NO         4          
3840     wqszchal          3840          YES        1          
3841     pglmdwal          3835          NO         7          
3842     mhvciedv          3842          YES        1          
3843     hmiqggll          3842          NO         2          
3844     efidmzfh          3843          NO         2          
3845     ggruboao          3842          NO         4          
3846     ydoqwxizm         606           NO         3241       
3847     esdkhddy          3847          YES        1          
3848     ppjgqkkf          3838          NO         11         
3849     iugldyie          3849          YES        1          
3850     xsahncug          3844          NO         7          
3851     bncctnbq          3841          NO         11         
3852     fsdpeuje          3837          NO         16         
3853     otphbrhk          3853          YES        1          
3854     xqfiemya          3854          YES        1          
3855     memodepn          3852          NO         4          
3856     titmzkbe          3856          YES        1          
3857     sfkfzlif          3857          YES        1          
3858     fifltfni          3852          NO         7          
3859     lcquggse          3859          YES        1          
3860     iharpmnf          3860          YES        1          
3861     rfuhcxgi          3861          YES        1          
3862     shgaktni          3861          NO         2          
3863     unmnayfg          3853          NO         11         
3864     qngzlfmf          3861          NO         4          
3865     kovesjeh          3837          NO         29         
3866     cqhisgvb          3860          NO         7          
3867     kjhnpfpi          3867          YES        1          
3868     wgsahfkt          3867          NO         2          
3869     igpdsenk          3854          NO         16         
3870     zotfkuci          3870          YES        1          
3871     roxbdvcm          3861          NO         11         
3872     pfmerrel          3872          YES        1          
3873     ssqjsjnb          3873          YES        1          
3874     haqpeazj          3874          YES        1          
3875     nplpwlef          3872          NO         4          
3876     dbxnxqbf          3876          YES        1          
3877     fnftghtg          3867          NO         11         
3878     buauuhne          3878          YES        1          
3879     kgvtggjm          3878          NO         2          
3880     uacwtyba          3852          NO         29         
3881     kwyjreih          3875          NO         7          
3882     ctzhgbnp          3882          YES        1          
3883     aeelpuen          3883          YES        1          
3884     zgbocglq          3839          NO         46         
3885     gbkekepu          3885          YES        1          
3886     qkgbqjwg          3886          YES        1          
3887     kdxdtetf          3881          NO         7          
3888     dikgospf          3888          YES        1          
3889     okcfogzh          3889          YES        1          
3890     cdtnrzce          3890          YES        1          
3891     vmrtrcgl          3891          YES        1          
3892     udtugltb          3892          YES        1          
3893     yghwense          3893          YES        1          
3894     owuvlihg          3894          YES        1          
3895     jtfuboue          3895          YES        1          
3896     dsfiicnu          3881          NO         16         
3897     yaidnhkv          3897          YES        1          
3898     vamdxumb          3888          NO         11         
3899     adnfrgdz          3899          YES        1          
3900     poqqlmqb          3894          NO         7          
3901     rkgmoktf          3898          NO         4          
3902     ysnvncsd          3902          YES        1          
3903     czaqjmgr          3903          YES        1          
3904     bkervxef          3904          YES        1          
3905     psbjwids          3905          YES        1          
3906     nnkurapj          3903          NO         4          
3907     avehkazk          3879          NO         29         
3908     ---               ---           ---        ---        
3909     jeregmqn          3894          NO         16         
3910     tdfrqkoj          3910          YES        1          
3911     ugdoaxyc          3911          YES        1          
3912     gfdtyteh          3911          NO         2          
3913     opfgceqy          3913          YES        1          
3914     idepkojr          3911          NO         4          
3915     gmbejpmt          3912          NO         4          
3916     skerkrwa          3916          YES        1          
3917     eeeixrim          3917          YES        1          
3918     actrlagz          3918          YES        1          
3919     anjrqqoe          3919          YES        1          
3920     dksnisdp          3910          NO         11         
3921     abhenrpo          3915          NO         7          
3922     pxikzfcr          3922          YES        1          
3923     ibjkkwml          3923          YES        1          
3924     djnmapgy          3924          YES        1          
3925     bummuezb          3924          NO         2          
3926     vrexucwb          3925          NO         2          
3927     fvpxtoic          3927          YES        1          
3928     psswsjif          3925          NO         4          
3929     jrbyefto          3929          YES        1          
3930     qnuycjza          3929          NO         2          
3931     sohskmio          3921          NO         11         
3932     otqtebiw          3926          NO         7          
3933     odhfopey          3933          YES        1          
3934     bxujjfyh          3934          YES        1          
3935     mjtsxfgm          3934          NO         2          
3936     okjjcstm          3936          YES        1          
3937     qrkqmnin          3934          NO         4          
3938     seyemyod          3932          NO         7          
3939     qnalfuqn          3939          YES        1          
3940     jjvbviht          3940          YES        1          
3941     npymkmnj          3940          NO         2          
3942     odfkudpt          3942          YES        1          
3943     miydxiqi          3943          YES        1          
3944     xwoqmoen          3941          NO         4          
3945     dlpwpdon          3945          YES        1          
3946     vfmkfnpg          3855          NO         92         
3947     vydazbzh          3932          NO         16         
3948     gwnlqatn          3942          NO         7          
3949     vthlckzl          3949          YES        1          
3950     nqtpodhs          3935          NO         16         
3951     lpbhyxdk          3923          NO         29         
3952     nppxwckl          3952          YES        1          
3953     xaakvjzi          3953          YES        1          
3954     mdforwli          3939          NO         16         
3955     fwjxtoel          3955          YES        1          
3956     vmygwqlf          3956          YES        1          
3957     qbkiencv          3852          NO         106        
3958     xroablvn          3913          NO         46         
3959     bsqdrrva          3923          NO         37         
3960     sdvoaeju          3882          NO         79         
3961     kgibfwsr          3961          YES        1          
3962     gwxybfey          3962          YES        1          
3963     phtwvajq          3962          NO         2          
3964     mmwiygve          3961          NO         4          
3965     hyttmrne          3965          YES        1          
3966     gyanpkpq          3966          YES        1          
3967     jhlhwsml          3966          NO         2          
3968     scxylhyd          3968          YES        1          
3969     knvtxifn          3969          YES        1          
3970     awektvph          3970          YES        1          
3971     fbjwkoju          3971          YES        1          
3972     uwwpiznb          3971          NO         2          
3973     ztscdetx          3973          YES        1          
3974     luovxmkg          3974          YES        1          
3975     zblsfzqi          3975          YES        1          
3976     gnctnepw          3976          YES        1          
3977     jztnkgzh          3977          YES        1          
3978     ciylsqfq          3975          NO         4          
3979     gbzucrmq          3979          YES        1          
3980     tvwhyshh          3980          YES        1          
3981     qinnfzzc          3981          YES        1          
3982     hslojpon          3961          NO         22         
3983     dooywccp          3917          NO         67         
3984     njqqjmkt          3974          NO         11         
3985     rtmnqtni          3984          NO         2          
